serialno,weight,cut,color,clarity,mine,price,depth,table,x,y,z
AA892141,0.34,Good,H,VVS1,EAST,775,63.2,58,4.41,4.45,2.8
AA457163,0.32,Ideal,H,VVS2,EAST,828,61.8,55,4.42,4.38,2.72
AA842235,0.31,Good,H,VS2,WEST,470,63.8,56,4.33,4.29,2.75
AA340587,0.56,Premium,G,SI2,WEST,1208,60,60,5.48,5.42,3.11
AA248860,0.4,Very Good,G,VVS1,EAST,1008,60.6,58,4.69,4.78,2.87
AA75177,0.32,Ideal,I,VS1,WEST,648,62.3,57,4.42,4.37,2.74
AA743539,1.05,Premium,H,SI1,SOUTH,4558,62.5,57,6.52,6.45,4.05
AA557851,0.38,Ideal,H,VVS1,EAST,903,61.2,57,4.65,4.67,2.85
AA96120,0.54,Ideal,G,VVS2,EAST,1981,61.9,57,5.22,5.25,3.24
AA859233,0.32,Ideal,D,VVS1,EAST,1140,61.5,57,4.45,4.43,2.73
AA77353,0.56,Ideal,F,VS1,EAST,2016,61.7,56,5.32,5.28,3.27
AA236894,1.05,Very Good,H,VS1,NORTH,5657,63.3,57,6.45,6.4,4.07
AA169270,0.75,Premium,F,SI1,EAST,2744,61.1,59,5.86,5.79,3.56
AA52190,0.41,Premium,F,VS2,EAST,1107,60.3,60,4.84,4.81,2.91
AA324943,0.34,Ideal,G,VVS1,EAST,895,62.1,55,4.46,4.49,2.78
AA253708,0.54,Ideal,F,VS1,EAST,2083,61.1,55,5.26,5.32,3.23
AA431431,0.41,Very Good,E,SI1,WEST,878,63.1,57,4.73,4.71,2.98
AA371412,1.21,Very Good,G,VVS2,NORTH,9484,60.4,56,6.88,6.92,4.17
AA845221,0.55,Ideal,G,VS2,EAST,1854,60.4,56,5.38,5.31,3.23
AA538813,0.41,Premium,F,SI2,WEST,604,59,58,4.87,4.89,2.88
AA668540,0.34,Premium,D,SI1,EAST,803,62,56,4.47,4.43,2.76
AA235872,1.25,Premium,H,VS2,NORTH,7378,60.4,59,6.96,6.92,4.19
AA356984,1.5,Fair,E,SI2,SOUTH,7459,65.8,57,7.17,7.11,4.7
AA488475,0.55,Ideal,F,VS2,EAST,1715,61.4,56,5.28,5.31,3.25
AA386072,0.52,Premium,G,VVS2,EAST,1911,61.1,59,5.15,5.2,3.16
AA304192,0.76,Good,I,SI1,EAST,2016,64.1,59,5.75,5.73,3.68
AA20604,1,Very Good,F,VS2,NORTH,6283,62.5,58,6.32,6.36,3.96
AA622402,0.31,Ideal,I,SI1,WEST,523,63,57,4.34,4.32,2.73
AA123165,1.08,Ideal,I,SI2,EAST,3849,61.9,55,6.58,6.61,4.08
AA964058,1.01,Very Good,F,SI2,SOUTH,4484,61.9,57,6.42,6.35,3.95
AA899448,0.51,Ideal,H,SI1,EAST,1222,61.6,55,5.14,5.18,3.18
AA484588,1.11,Very Good,H,SI2,EAST,4028,63.4,55,6.54,6.51,4.14
AA297758,0.91,Good,E,SI1,SOUTH,4512,63.1,58,6.12,6.17,3.88
AA445473,1.21,Ideal,G,VS2,NORTH,6478,61.7,56,6.85,6.83,4.22
AA518508,0.3,Ideal,E,VVS1,EAST,956,60.1,57,4.41,4.38,2.64
AA275848,0.33,Ideal,F,VS2,EAST,854,62.6,55,4.42,4.4,2.76
AA157737,0.71,Very Good,F,VVS2,SOUTH,3332,63.6,56,5.65,5.7,3.61
AA791956,1.01,Ideal,H,SI1,NORTH,5589,62.5,56,6.38,6.45,4.01
AA145645,0.52,Very Good,D,VS2,EAST,1664,63.6,59,5.09,5.13,3.25
AA610308,0.4,Ideal,G,VVS1,EAST,1043,62,56,4.73,4.76,2.94
AA499136,0.33,Ideal,D,VS2,EAST,781,61.9,57,4.42,4.47,2.75
AA44318,0.38,Premium,E,SI1,WEST,658,58.1,58,4.85,4.79,2.8
AA692493,1,Ideal,F,VS1,NORTH,7526,61.9,57,6.41,6.39,3.96
AA852975,0.4,Ideal,E,VS1,EAST,1125,62.6,56,4.72,4.67,2.94
AA603496,0.4,Very Good,H,VVS1,EAST,968,63.9,57,4.62,4.68,2.97
AA991156,1,Good,H,VS2,SOUTH,4722,63.6,61,6.25,6.21,3.96
AA480120,0.35,Very Good,H,SI1,WEST,491,61,62,4.52,4.56,2.77
AA696497,0.71,Very Good,I,SI1,EAST,1898,61.9,58,5.66,5.69,3.51
AA538379,1.25,Ideal,E,VS2,NORTH,8400,62.6,56,6.89,6.84,4.3
AA833627,1.01,Ideal,D,SI1,NORTH,5443,61.2,57,6.44,6.47,3.95
AA293691,0.3,Good,G,SI1,WEST,574,63.8,56,4.3,4.26,2.73
AA322982,1.12,Very Good,I,SI2,EAST,4533,61.2,59,6.69,6.74,4.11
AA432620,0.51,Ideal,G,VS2,EAST,1546,62.9,54,5.12,5.08,3.21
AA760197,0.56,Ideal,H,VS1,EAST,1715,61.1,57,5.31,5.34,3.25
AA353558,0.31,Ideal,I,VS1,WEST,502,61.9,54.5,4.33,4.36,2.69
AA452683,0.3,Good,I,IF,WEST,631,63.3,57,4.23,4.3,2.7
AA550561,0.3,Ideal,F,VVS1,EAST,814,61.8,57,4.3,4.34,2.67
AA768064,0.9,Good,E,SI1,EAST,3391,63.8,61,6.05,6.08,3.87
AA74233,0.23,Ideal,F,VS1,EAST,548,61.1,56,3.97,3.99,2.43
AA654268,0.91,Ideal,E,SI1,SOUTH,4132,61,58,6.23,6.29,3.82
AA477391,0.23,Very Good,F,VS2,WEST,402,59.4,57,4.06,4.09,2.42
AA578305,0.31,Ideal,F,VVS1,EAST,897,62.1,56,4.35,4.38,2.71
AA657616,0.24,Very Good,H,VVS1,WEST,449,61.3,56,4.01,4.04,2.46
AA513016,0.23,Good,F,VVS2,WEST,425,64.5,55,3.83,3.86,2.48
AA646775,0.36,Premium,E,VVS1,EAST,1035,62.4,56,4.57,4.53,2.84
AA476708,2.02,Very Good,I,SI2,NORTH,13865,61.1,61,8.08,8.11,4.95
AA981948,1.02,Very Good,G,VVS2,NORTH,7724,62.5,59,6.34,6.42,3.99
AA268202,1.56,Premium,G,VS2,NORTH,13178,61.9,58,7.4,7.44,4.59
AA268886,0.27,Very Good,E,VS1,WEST,413,60.6,59,4.19,4.22,2.55
AA136325,1.13,Ideal,I,VVS1,NORTH,7459,61.6,57,6.67,6.75,4.12
AA315655,0.71,Ideal,H,VVS1,SOUTH,3014,61.8,56,5.7,5.75,3.54
AA289005,0.57,Very Good,E,VS2,EAST,1654,63,59,5.25,5.29,3.32
AA963265,0.51,Very Good,G,VVS2,EAST,1762,62.2,56,5.1,5.13,3.18
AA853242,0.33,Premium,E,SI1,WEST,579,60.9,58,4.46,4.5,2.73
AA319791,0.71,Ideal,J,VS2,EAST,2052,62,56,5.7,5.75,3.55
AA375245,0.59,Premium,E,SI2,WEST,1229,61.4,59,5.4,5.32,3.29
AA375755,1.7,Premium,I,VS2,NORTH,10910,62.4,58,7.61,7.56,4.73
AA962090,0.7,Fair,H,SI1,EAST,2176,64.5,59,5.54,5.51,3.56
AA757228,0.56,Ideal,E,VS2,EAST,1915,60.7,57,5.34,5.31,3.23
AA804688,0.72,Very Good,D,VS1,EAST,2951,62.7,58,5.65,5.68,3.55
AA791467,0.33,Very Good,F,VS2,EAST,854,63.2,56,4.41,4.39,2.78
AA118742,0.41,Ideal,F,VS2,EAST,1107,61.8,56,4.79,4.76,2.95
AA627391,0.42,Ideal,G,IF,EAST,1310,62,57,4.82,4.8,2.98
AA279890,1.6,Ideal,H,IF,NORTH,16300,61.5,53,7.57,7.69,4.66
AA504060,0.57,Premium,E,SI2,EAST,1414,61.2,57,5.35,5.31,3.26
AA921441,0.24,Very Good,E,VVS2,WEST,478,61.1,60,4.01,4.07,2.47
AA55186,0.57,Premium,E,SI2,EAST,1320,60.7,57,5.42,5.35,3.27
AA882320,1.53,Ideal,G,VVS1,NORTH,15992,61.8,55,7.43,7.45,4.59
AA602365,1.1,Ideal,I,SI1,EAST,4868,60.8,61,6.63,6.7,4.05
AA752058,0.65,Very Good,I,VVS1,EAST,1801,61.8,56,5.53,5.57,3.43
AA144315,0.31,Premium,E,SI1,WEST,471,62.7,58,4.32,4.35,2.72
AA388414,1.23,Premium,F,SI2,EAST,4876,61.7,58,6.85,6.95,4.26
AA880369,0.3,Premium,H,VS1,WEST,675,61.4,59,4.33,4.3,2.65
AA20751,0.51,Premium,E,VS1,EAST,1831,61.9,58,5.1,5.15,3.17
AA957709,0.56,Ideal,D,SI1,EAST,1723,62.3,56,5.26,5.33,3.3
AA188996,0.36,Ideal,G,VVS1,EAST,1080,60.9,57,4.63,4.57,2.8
AA269335,2.01,Good,I,SI1,NORTH,13587,64.1,62,7.94,7.85,5.06
AA939983,0.38,Ideal,H,SI2,WEST,510,61.3,54,4.68,4.7,2.87
AA927943,0.33,Premium,G,VS1,WEST,666,60.8,59,4.43,4.45,2.7
AA426732,0.73,Premium,E,SI1,EAST,2510,61.8,59,5.8,5.73,3.56
AA986563,0.32,Ideal,H,SI1,WEST,449,60.6,57,4.4,4.44,2.68
AA489045,1.05,Premium,E,IF,NORTH,11838,59,58,6.66,6.7,3.94
AA760282,0.3,Ideal,I,VS1,WEST,473,62.5,54,4.29,4.32,2.69
AA707095,1.69,Premium,F,SI2,SOUTH,9275,62.4,58,7.65,7.57,4.75
AA675754,0.55,Ideal,G,SI2,EAST,1358,61.6,56,5.28,5.31,3.26
AA668164,0.63,Premium,H,VS1,EAST,1921,62.9,60,5.45,5.33,3.39
AA857103,0.3,Premium,E,SI1,WEST,675,62.5,60,4.27,4.24,2.66
AA387819,0.35,Very Good,G,VVS2,WEST,798,62.8,58,4.44,4.48,2.8
AA697581,0.23,Very Good,D,VVS1,WEST,485,61.7,59,3.94,3.97,2.44
AA761095,1.12,Premium,G,IF,NORTH,9440,61.2,58,6.67,6.7,4.09
AA569938,0.51,Ideal,E,VS1,EAST,1636,62.7,56,5.1,5.14,3.21
AA120208,0.37,Ideal,G,SI1,WEST,586,61.4,55,4.63,4.68,2.86
AA267174,0.3,Premium,G,VVS1,EAST,789,62.6,58,4.27,4.29,2.68
AA262439,0.37,Ideal,D,VS2,WEST,876,61,56,4.65,4.7,2.85
AA152673,0.33,Ideal,I,VVS2,WEST,579,62.7,54,4.42,4.45,2.78
AA597161,0.54,Ideal,G,SI1,EAST,1389,62.6,57,5.21,5.18,3.25
AA372127,0.57,Ideal,F,VS1,EAST,2189,61.9,55,5.34,5.32,3.3
AA611724,0.96,Very Good,H,VS2,SOUTH,4136,61.2,57,6.34,6.38,3.89
AA297756,0.32,Ideal,G,VVS2,EAST,936,61.9,57,4.41,4.38,2.72
AA280184,1.58,Premium,J,VVS2,SOUTH,7592,61,58,7.56,7.49,4.59
AA945842,0.31,Ideal,H,SI2,WEST,421,61.1,56,4.4,4.42,2.69
AA979480,0.9,Premium,E,SI2,EAST,3599,62.6,60,6.18,6.09,3.84
AA394595,0.78,Ideal,E,VS2,SOUTH,3159,62.1,54,5.92,5.94,3.68
AA211220,0.92,Ideal,G,SI1,SOUTH,4249,62.6,55,6.22,6.24,3.9
AA313035,0.51,Very Good,F,VS1,EAST,1961,60.8,59,5.15,5.18,3.14
AA642219,0.56,Ideal,E,VS2,EAST,1819,62.6,57,5.26,5.29,3.3
AA93013,1.26,Good,I,SI2,EAST,4953,63.7,58,6.84,6.79,4.34
AA692920,1,Good,H,SI2,EAST,3740,63.2,60,6.27,6.3,3.97
AA355352,1.14,Very Good,E,IF,NORTH,12647,63.3,57,6.63,6.71,4.22
AA447092,1.15,Ideal,J,VS2,SOUTH,5125,60.7,55,6.77,6.83,4.13
AA108488,0.5,Premium,D,SI1,EAST,1654,62.3,58,5.07,5.04,3.15
AA685409,2.22,Very Good,J,SI2,SOUTH,10662,61.2,63,8.33,8.23,5.07
AA485057,0.65,Premium,E,SI1,EAST,1708,58.5,58,5.68,5.64,3.31
AA734474,0.71,Very Good,E,VS1,SOUTH,3061,63.3,56,5.64,5.68,3.58
AA772930,1.52,Very Good,H,SI2,NORTH,8408,62.8,58,7.25,7.3,4.57
AA579214,0.3,Good,F,IF,WEST,742,60,63,4.3,4.36,2.6
AA433718,0.57,Ideal,E,VVS2,SOUTH,2507,61,57,5.37,5.36,3.27
AA949835,0.41,Very Good,J,IF,EAST,1061,63.5,54,4.75,4.7,3
AA186786,0.23,Good,G,VVS1,WEST,395,56.2,60,4.14,4.19,2.34
AA757285,2.03,Ideal,F,SI2,NORTH,18458,63.3,55,7.96,8.05,5.08
AA509382,0.53,Ideal,H,VVS1,EAST,1781,61.3,56,5.21,5.23,3.2
AA509177,0.32,Ideal,G,VS2,WEST,580,61.5,55,4.39,4.43,2.71
AA52431,1,Very Good,D,VS1,NORTH,7567,61.2,62,6.35,6.39,3.9
AA470232,0.54,Ideal,F,VVS1,SOUTH,2356,60.5,55,5.31,5.33,3.22
AA971029,2.25,Ideal,I,SI2,NORTH,16575,60.5,56,8.49,8.54,5.15
AA939707,0.7,Ideal,H,SI2,EAST,1973,63.1,54,5.64,5.68,3.57
AA310356,1.01,Premium,E,SI1,SOUTH,4991,59.9,59,6.49,6.46,3.88
AA83773,0.53,Ideal,G,VVS2,EAST,2051,61.7,56,5.23,5.2,3.22
AA553410,2.03,Fair,F,SI1,NORTH,16280,65.4,58,7.9,7.84,5.15
AA880121,0.92,Very Good,G,SI1,EAST,3986,62.5,60,6.19,6.26,3.89
AA763090,1.02,Very Good,G,VVS1,NORTH,7657,63,58,6.4,6.43,4.04
AA19444,1.71,Ideal,D,SI1,NORTH,16575,60.3,60,7.69,7.77,4.66
AA137971,0.36,Ideal,E,VS2,EAST,1013,62.8,56,4.54,4.51,2.84
AA86773,0.52,Very Good,H,VS1,EAST,1572,63.5,58,5.08,5.13,3.24
AA950767,1.01,Very Good,F,VS2,NORTH,6533,63.3,57,6.41,6.33,4.03
AA383640,1.61,Ideal,F,VS1,NORTH,17256,62,55,7.52,7.55,4.67
AA999240,0.51,Premium,E,VS2,EAST,1709,62.5,60,5.1,5.08,3.18
AA91055,0.8,Ideal,F,VS1,SOUTH,3953,61.6,54,5.95,5.99,3.68
AA832196,1.31,Premium,H,VS2,NORTH,8106,61,58,7.1,7.06,4.32
AA763317,0.71,Premium,H,VS2,EAST,2363,61.3,59,5.74,5.77,3.53
AA843028,1.27,Ideal,J,SI1,EAST,5455,61.4,57,6.97,7,4.29
AA153714,0.58,Very Good,H,SI1,WEST,1239,58.4,59,5.48,5.51,3.21
AA785875,0.61,Premium,E,SI2,EAST,1715,61.3,59,5.48,5.39,3.33
AA844238,1.6,Premium,D,SI2,NORTH,10064,61.9,58,7.54,7.49,4.65
AA830768,0.37,Ideal,J,SI1,WEST,451,62.2,53,4.63,4.67,2.89
AA655891,0.32,Premium,I,VS1,WEST,505,62,58,4.37,4.4,2.72
AA796073,1.61,Ideal,E,SI2,NORTH,11090,63,60,7.45,7.42,4.68
AA984507,2.03,Premium,E,SI2,NORTH,18477,61.5,59,8.24,8.16,5.04
AA789033,0.3,Ideal,H,VVS1,EAST,819,62.6,56,4.28,4.25,2.67
AA600624,0.38,Ideal,F,VVS1,EAST,1070,61,57,4.66,4.69,2.85
AA111372,1.05,Good,F,SI2,EAST,3989,63.6,59,6.4,6.36,4.06
AA723639,1.11,Ideal,F,VS2,NORTH,8233,60.9,57,6.69,6.75,4.09
AA737659,0.39,Ideal,G,VS1,WEST,853,62.2,54.3,4.66,4.69,2.91
AA813367,0.7,Premium,I,SI2,EAST,1724,62.1,60,5.65,5.62,3.5
AA516220,0.34,Premium,E,SI2,WEST,612,62.4,59,4.46,4.42,2.77
AA821163,1.51,Very Good,G,SI1,NORTH,11153,62.9,57,7.27,7.3,4.58
AA665285,0.3,Premium,E,VS2,EAST,844,62.6,58,4.28,4.25,2.67
AA979024,0.33,Very Good,G,SI1,WEST,492,59.8,58,4.52,4.54,2.71
AA684559,0.6,Premium,E,SI2,EAST,1426,62,59,5.41,5.37,3.34
AA470388,1,Ideal,I,SI1,SOUTH,4174,62.7,56,6.33,6.37,3.98
AA602921,0.76,Good,E,VS2,SOUTH,3249,63.2,56,5.82,5.86,3.69
AA914456,2.11,Premium,H,SI2,NORTH,12633,60.9,59,8.3,8.25,5.04
AA23469,0.36,Premium,D,SI2,WEST,643,63,59,4.52,4.49,2.84
AA784393,0.33,Premium,G,IF,EAST,853,59.4,59,4.49,4.54,2.68
AA149184,1.23,Premium,J,SI1,EAST,4649,61.9,54,6.89,6.86,4.26
AA936183,0.51,Good,G,VVS1,EAST,2027,63.9,57,5.08,5.06,3.24
AA160647,0.54,Ideal,F,VS2,EAST,1662,61.4,57,5.2,5.25,3.21
AA430928,0.27,Very Good,E,VS1,WEST,470,60.2,58,4.19,4.22,2.53
AA575851,0.38,Ideal,F,VVS2,EAST,1052,60.3,55,4.69,4.79,2.86
AA299765,0.3,Ideal,D,SI1,WEST,524,61.9,57,4.28,4.32,2.66
AA869373,0.42,Premium,E,VS2,EAST,1024,60.9,59,4.85,4.81,2.94
AA807278,0.32,Ideal,F,IF,EAST,949,61.2,57,4.4,4.42,2.7
AA252196,1.01,Ideal,F,VS2,NORTH,6787,61.9,55,6.47,6.45,4
AA690301,0.3,Ideal,E,SI1,WEST,564,61.9,57,4.29,4.32,2.66
AA939536,1.03,Ideal,H,SI1,SOUTH,4800,62.4,56,6.45,6.5,4.04
AA134536,0.59,Very Good,F,SI1,EAST,1595,61.4,58,5.39,5.45,3.33
AA40964,1,Very Good,F,SI1,NORTH,5804,61,60,6.38,6.43,3.91
AA182191,0.57,Ideal,E,VS1,EAST,2177,62,55,5.31,5.34,3.3
AA527722,1.57,Ideal,J,SI1,SOUTH,8221,62.4,57,7.51,7.4,4.65
AA316564,0.96,Fair,F,SI2,EAST,3688,65.2,58,6.14,6.12,3.99
AA857953,0.5,Fair,G,SI2,WEST,1035,65.6,56,4.99,4.92,3.25
AA961006,1.02,Premium,F,SI1,NORTH,5484,62.9,55,6.47,6.41,4.05
AA865151,0.39,Ideal,G,IF,EAST,1101,61.9,54,4.67,4.73,2.91
AA915954,1.02,Premium,D,I1,EAST,3769,61.4,60,6.42,6.47,3.96
AA347015,1.05,Premium,F,SI1,EAST,4445,61.8,58,6.51,6.44,4.01
AA792540,0.93,Ideal,J,VS1,EAST,3281,62.3,56,6.26,6.22,3.89
AA325213,0.56,Ideal,E,SI1,EAST,1580,60.9,56,5.32,5.35,3.25
AA536310,2.03,Very Good,F,SI2,NORTH,15811,59.8,56,8.21,8.3,4.94
AA857340,0.3,Ideal,G,VVS2,EAST,819,62.2,54,4.33,4.29,2.68
AA879906,1,Ideal,I,SI2,EAST,3811,60.9,57,6.43,6.47,3.93
AA236711,1.2,Ideal,H,SI1,NORTH,6471,62.2,56,6.8,6.77,4.23
AA249997,1.37,Ideal,I,SI2,SOUTH,6401,62.2,56,7.07,7.14,4.42
AA97613,0.9,Ideal,D,SI2,SOUTH,4078,62.4,56,6.16,6.24,3.87
AA161799,0.3,Ideal,G,VS2,WEST,545,62,54,4.33,4.35,2.69
AA955622,1.21,Premium,J,VS2,EAST,4968,61.9,58,6.84,6.79,4.22
AA330931,2.21,Ideal,G,SI2,NORTH,15948,60.1,60,8.47,8.53,5.11
AA43320,1.15,Premium,E,SI2,EAST,4250,62.5,58,6.65,6.72,4.18
AA334145,0.4,Ideal,D,VVS1,SOUTH,1665,61.1,56,4.77,4.82,2.93
AA963395,0.5,Good,E,VS1,EAST,1932,61.1,58.2,5.08,5.12,3.11
AA668525,0.61,Very Good,E,VS2,EAST,2036,60,57,5.52,5.55,3.32
AA370204,1.08,Very Good,F,VS2,NORTH,6319,63.1,57,6.56,6.5,4.12
AA144281,1.05,Ideal,H,SI2,SOUTH,4586,61.9,56,6.56,6.49,4.04
AA394383,2.03,Premium,I,VS2,NORTH,16483,60.5,62,8.22,8.17,4.96
AA579815,1.06,Premium,F,SI1,SOUTH,4774,62.4,58,6.51,6.56,4.07
AA272246,0.7,Good,F,SI1,EAST,2167,57.7,65,5.78,5.72,3.32
AA194405,1.5,Premium,I,SI1,NORTH,8736,62,62,7.35,7.3,4.54
AA940553,1.56,Premium,I,VS1,NORTH,9959,61.7,59,7.46,7.41,4.59
AA616885,1.4,Very Good,G,VVS2,NORTH,11624,63.4,59,7.12,7.04,4.49
AA501518,1.2,Good,I,VS1,SOUTH,5818,59.6,61,6.84,6.89,4.09
AA358378,0.51,Good,E,SI1,EAST,1241,63.6,59,5.13,5.06,3.24
AA517419,0.74,Very Good,J,VS1,EAST,2170,62.7,58,5.75,5.8,3.62
AA359298,0.33,Good,D,VS2,WEST,625,63.6,56,4.38,4.42,2.8
AA749878,1,Premium,E,SI2,EAST,4390,60.6,61,6.44,6.39,3.89
AA808719,0.93,Very Good,E,VS2,NORTH,5616,61.4,58,6.22,6.29,3.84
AA899632,2.04,Ideal,J,SI1,NORTH,12696,62.6,55,8.08,8.12,5.07
AA10209,1.31,Good,I,SI2,SOUTH,5446,63.6,55.1,6.92,6.98,4.42
AA260035,0.31,Ideal,G,VVS1,WEST,676,60.2,58,4.37,4.43,2.65
AA392695,1.07,Ideal,F,VS2,NORTH,6459,62,57,6.5,6.47,4.08
AA403641,0.33,Premium,G,VS1,EAST,854,61.8,59,4.45,4.39,2.73
AA400426,0.3,Ideal,D,VS2,EAST,670,61.4,54,4.34,4.39,2.68
AA133483,0.4,Ideal,F,VS2,EAST,842,62.7,56,4.73,4.77,2.98
AA584585,1.38,Ideal,F,VVS1,NORTH,15968,62.9,56,7.04,7.1,4.45
AA728935,0.5,Very Good,I,VS1,EAST,1242,63,55,5.07,5.09,3.2
AA215571,1.04,Ideal,G,VS1,NORTH,7951,61.7,56,6.47,6.52,4.01
AA564791,0.42,Ideal,I,VVS1,WEST,884,62,55,4.8,4.88,3
AA137178,0.38,Premium,D,VVS2,EAST,1009,60.8,55,4.71,4.67,2.85
AA941572,0.52,Premium,H,VS1,EAST,1577,59.2,60,5.27,5.23,3.11
AA665020,0.4,Very Good,D,VS2,WEST,850,63.6,55,4.68,4.72,2.99
AA307763,0.76,Ideal,E,SI1,EAST,3033,62.5,57,5.8,5.82,3.63
AA132341,2.02,Fair,H,SI1,NORTH,13502,66.3,57,7.71,7.79,5.14
AA36940,0.78,Ideal,F,SI1,SOUTH,3362,61.3,56,5.92,6,3.64
AA77741,1,Fair,G,VVS2,SOUTH,4534,66.9,55,6.2,6.17,4.14
AA989808,1.01,Premium,F,SI1,SOUTH,5202,61.7,58,6.44,6.39,3.96
AA150317,0.54,Ideal,H,VVS1,EAST,1846,61.1,57,5.22,5.26,3.2
AA263825,0.52,Ideal,D,VS2,EAST,1689,62.1,57,5.13,5.17,3.2
AA225919,0.9,Premium,G,VS2,SOUTH,4137,62.4,61,6.17,6.13,3.84
AA156850,0.32,Ideal,G,VVS1,EAST,842,62.2,55,4.38,4.4,2.73
AA968221,0.4,Premium,D,VS2,EAST,1050,61.7,59,4.76,4.73,2.93
AA418232,0.4,Ideal,G,IF,EAST,1570,61.9,56,4.7,4.76,2.93
AA862683,2.01,Ideal,H,SI2,NORTH,14167,61.9,57,8.09,8.06,5
AA187253,2.21,Premium,H,SI2,NORTH,13369,62.9,60,8.27,8.23,5.19
AA757652,0.31,Ideal,E,VS2,WEST,589,62,56,4.36,4.38,2.71
AA208969,0.59,Good,J,IF,EAST,2053,63.7,59,5.3,5.28,3.37
AA992320,0.72,Ideal,H,SI2,EAST,2252,60.8,56,5.79,5.83,3.53
AA843987,1.52,Premium,D,SI2,SOUTH,8366,58.6,62,7.56,7.45,4.41
AA92920,0.51,Premium,G,VVS1,EAST,2027,62.4,58,5.13,5.09,3.19
AA314903,1.01,Very Good,G,SI1,SOUTH,4653,62.4,58,6.39,6.44,4
AA734246,0.33,Premium,D,VS2,EAST,781,60.7,58,4.46,4.5,2.72
AA880716,1.22,Ideal,H,SI2,SOUTH,5321,62.3,55.3,6.8,6.87,4.26
AA130792,1.53,Premium,F,SI1,NORTH,11820,58.5,59,7.62,7.55,4.44
AA220016,1.5,Premium,F,VS1,NORTH,14918,62.6,58,7.31,7.26,4.56
AA131892,0.31,Premium,G,SI1,WEST,593,61.5,59,4.38,4.34,2.68
AA282024,0.51,Ideal,D,SI1,EAST,1569,62.4,57,5.09,5.13,3.19
AA767488,0.33,Ideal,G,VS1,EAST,854,61.6,57,4.45,4.41,2.73
AA205753,0.55,Ideal,E,SI1,EAST,1556,60.9,56,5.32,5.28,3.23
AA518123,0.38,Ideal,E,VS1,EAST,1000,61.6,56,4.62,4.66,2.86
AA341886,0.36,Very Good,D,SI1,WEST,619,62.8,57,4.51,4.54,2.84
AA165903,0.35,Ideal,D,VS2,EAST,907,60.5,56,4.63,4.6,2.79
AA410490,0.53,Premium,E,VVS2,SOUTH,2331,62.4,56,5.19,5.17,3.23
AA780091,0.91,Good,F,SI2,EAST,2461,56.9,62,6.51,6.45,3.69
AA329512,1.03,Good,D,SI1,EAST,4441,64.3,58,6.31,6.28,4.05
AA503927,1.07,Good,J,VS2,EAST,4602,61.7,57.7,6.55,6.58,4.05
AA903081,0.27,Good,F,VVS1,WEST,498,61.7,61,4.1,4.14,2.54
AA440368,0.9,Ideal,I,SI1,EAST,3308,60.8,57,6.22,6.25,3.79
AA749130,0.28,Ideal,F,VVS2,EAST,787,62.2,53,4.22,4.23,2.63
AA289840,0.38,Premium,I,VS2,WEST,633,61.8,59,4.61,4.64,2.86
AA814990,0.31,Good,H,VS1,WEST,544,63.6,55,4.29,4.32,2.74
AA189766,0.5,Very Good,G,VVS1,EAST,1843,60.9,57,5.1,5.15,3.12
AA669727,1.64,Premium,J,SI2,EAST,5624,63,58,7.54,7.49,4.74
AA600981,1.11,Ideal,H,SI2,EAST,4709,61.4,57,6.63,6.67,4.08
AA512909,0.46,Very Good,F,VS2,EAST,1273,59.6,58.2,4.99,5.06,3
AA43741,0.59,Very Good,I,VS2,EAST,1392,62.4,58.4,5.3,5.36,3.32
AA633100,0.43,Ideal,H,VS2,WEST,857,60.7,55,4.96,4.89,2.99
AA110313,1.12,Ideal,H,SI2,SOUTH,5331,63.6,56,6.68,6.54,4.19
AA720726,0.7,Very Good,J,SI2,EAST,1609,63.6,56,5.57,5.63,3.56
AA118348,1.01,Very Good,G,SI1,SOUTH,5497,62.9,58,6.35,6.4,4.01
AA527477,1,Very Good,D,SI2,SOUTH,4541,64.7,57,6.29,6.36,4.09
AA374899,1.19,Ideal,E,SI2,SOUTH,5497,61.9,56,6.8,6.84,4.22
AA250154,1.27,Ideal,G,VVS2,NORTH,10342,62.4,53.3,6.94,6.95,4.33
AA439682,1.01,Premium,E,SI1,SOUTH,5226,60.5,62,6.5,6.46,3.92
AA44042,1,Very Good,E,SI2,SOUTH,4435,60.5,59,6.44,6.48,3.91
AA609887,1.5,Premium,H,I1,EAST,3599,61.1,59,7.37,7.26,4.47
AA398586,0.42,Ideal,F,VS1,EAST,1228,61.6,55,4.84,4.87,2.99
AA974727,0.77,Ideal,E,SI2,EAST,2563,62,54,5.89,5.92,3.66
AA943993,0.3,Very Good,G,SI1,WEST,536,63.2,55,4.29,4.26,2.7
AA253512,0.6,Ideal,F,VVS2,NORTH,3196,61.5,57,5.42,5.45,3.34
AA448323,0.52,Ideal,G,VVS2,EAST,2012,61.5,56,5.2,5.18,3.19
AA470139,0.31,Very Good,D,VS2,WEST,641,63.6,55,4.29,4.32,2.74
AA199789,0.42,Premium,F,VS2,WEST,1013,60.1,61,4.88,4.84,2.92
AA206359,1.24,Ideal,F,VS1,NORTH,10138,61.5,54,6.93,6.89,4.25
AA748349,0.93,Premium,G,VS2,SOUTH,4834,62.2,59,6.21,6.26,3.88
AA538232,0.42,Premium,F,SI1,WEST,773,61.8,58,4.81,4.84,2.98
AA17572,0.56,Ideal,J,SI1,WEST,1119,61.8,58,5.27,5.31,3.27
